loc_rowid,kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0bk,koi_impact,koi_duration,koi_depth,koi_prad,koi_sma,koi_teq,koi_insol,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_comment
5477,2576107,K03709.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,205.5833309,234.746256,1.215,6.0353,2.49E+04,42.69,0.6826,323,2.58,216.1,1,q1_q17_dr25_tce,6328,4.516,-0.5,0.915,1,291.52313,37.887642,15.247,CENT_RESOLVED_OFFSET
5478,9532421,K03710.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.309067482,134.71445,1.993,2.21,2.36E+04,101.41,0.0474,882,142.6,82,1,q1_q17_dr25_tce,4897,4.526,0.08,0.789,0.761,294.29193,46.161968,16.77,NO_COMMENT
5479,6936966,K07797.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,36.4721523,159.7848,0.738,2.673,5.26E+01,0.7,0.2145,527,18.29,7.7,1,q1_q17_dr25_tce,5853,4.529,-0.1,0.895,0.99,287.94504,42.413551,11.894,NO_COMMENT
5480,5653849,K03711.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,111.0396205,161.93506,0.851,25.751,9.36E+03,8.6,0.4038,335,2.97,201.9,1,q1_q17_dr25_tce,5470,4.509,-0.58,0.777,0.71,299.84598,40.84531,14.587,DEEP_V_SHAPED
5481,2437060,K03712.01,,FALSE POSITIVE,FALSE POSITIVE,0.001,0,1,0,0,3.187087241,132.8582,0.665,7.2897,1.29E+05,928.96,0.0598,4037,62743.06,197,1,q1_q17_dr25_tce,4599,2.137,0.07,23.673,2.799,290.19952,37.776989,16.988,NO_COMMENT
5482,8127648,K03713.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.023470248,131.703274,1.409,2.3804,1.30E+05,100.39,0.0199,1807,2522.39,262.2,1,q1_q17_dr25_tce,5780,4.438,0,1,1,300.45883,43.936024,17.506,MOD_SEC_DV
5483,11564013,K03714.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.875267982,132.03224,1.258,1.6038,1.17E+04,39.19,0.0162,1910,3157.34,44.9,1,q1_q17_dr25_tce,5821,4.402,-0.74,0.898,0.742,294.31912,49.532131,15.207,NO_COMMENT
5484,9405541,K03788.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,5.55260695,132.08428,1.174,4.1178,7.28E+02,2674.69,0.0601,6436,404932.04,60.7,1,q1_q17_dr25_tce,3306,0.273,0.02,116.965,0.935,292.4393,45.952358,9.687,HALO_GHOST
5485,8906045,K03789.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,2.347479696,133.67205,1.051,26.25,8.20E+04,60.5,0.034,1502,1207.51,261.1,1,q1_q17_dr25_tce,5891,4.305,-0.14,1.138,0.953,298.28323,45.130939,14.177,NO_COMMENT
5486,7031638,K07805.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,1.13353095,132.4414,0.117,3.17,1.85E+01,0.49,0.0216,2006,3840.87,11.1,1,q1_q17_dr25_tce,6318,4.36,-0.18,1.121,1.046,291.15805,42.576279,13.145,LPP_DV
5487,7296094,K03790.01,,FALSE POSITIVE,FALSE POSITIVE,0.005,0,1,1,1,0.890745373,131.884401,0.599,1.9215,1.20E+05,36.92,0.0182,1892,3015.62,239.6,1,q1_q17_dr25_tce,5780,4.438,0,1,1,295.78812,42.846355,18.59,NO_COMMENT
5488,5437945,K03791.01,Kepler-460 b,CONFIRMED,CANDIDATE,0,0,0,0,0,440.7843755,139.3535,0.424,21.693,2.58E+03,7.23,1.1455,308,2.14,181,1,q1_q17_dr25_tce,6340,4.163,-0.38,1.393,1.031,288.47485,40.65136,13.771,MOD_SEC_DV
5489,12009347,K03792.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.723858181,133.57632,0.913,1.4313,5.50E+03,7.13,0.0344,900,154.53,23.8,1,q1_q17_dr25_tce,4416,4.57,0.4,0.733,0.728,289.34863,50.482861,15.561,NO_COMMENT
5490,4037163,K03793.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.635441862,131.966607,0.872,1.9827,1.48E+05,56.3,0.0145,2118,4750.98,317.1,2,q1_q17_dr25_tce,5780,4.438,0,1,1,285.08014,39.183899,16.675,NO_COMMENT
5491,5535890,K03865.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,3.255189932,134.6015,0.447,2.7117,1.19E+02,1.39,0.0427,1390,880.52,38.3,1,q1_q17_dr25_tce,5807,4.23,-0.02,1.256,0.977,292.52734,40.745201,13.088,INDIV_TRANS_RUBBLE_SKYE_ZUMA_TRACKER
5492,5215980,K03866.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.531140101,132.49471,1.249,20.399,1.18E+04,32.12,0.0342,1100,346.06,304.2,1,q1_q17_dr25_tce,5325,4.607,-0.22,0.75,0.84,298.57938,40.365108,15.209,MOD_SEC_DV
5493,9353742,K03867.01,Kepler-1523 b,CONFIRMED,CANDIDATE,1,0,0,0,0,0.938750221,131.68256,0.013,1.3568,2.81E+02,1.46,0.0185,1676,1874.28,47.4,1,q1_q17_dr25_tce,5497,4.527,0.16,0.886,0.964,296.05405,45.827049,14.86,MOD_SEC_DV
5494,9178185,K03868.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,2.992704682,133.29518,0.647,1.2585,3.61E+02,7.86,0.0491,2328,6932.19,39.9,1,q1_q17_dr25_tce,5908,3.497,0.12,3.915,1.755,299.55338,45.522049,13.957,SEASONAL_DEPTH_DV
5495,6290382,K03869.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.12810722,137.03456,1.159,2.824,2.34E+03,39.52,0.0744,1513,1237.9,17.5,1,q1_q17_dr25_tce,7245,4.158,-0.14,1.667,1.46,293.5192,41.671791,13.186,CENT_SATURATED
5496,3327992,K03635.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.115511511,131.99137,1.278,8.5116,2.58E+04,36.16,0.0281,897,152.34,153.3,1,q1_q17_dr25_tce,4188,4.615,0.18,0.661,0.656,287.17935,38.433701,15.582,MOD_ODDEVEN_DV
5497,5649206,K03636.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.446736567,133.968534,0.477,5.0201,4.16E+05,71.52,0.0356,1351,788.17,1037.3,1,q1_q17_dr25_tce,5780,4.438,0,1,1,298.95847,40.863552,17.991,CENT_RESOLVED_OFFSET
5498,5193384,K03637.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,21.3779536,157.8164,0,24.872,2.55E+05,173.18,0.1447,1062,300.32,101.9,1,q1_q17_dr25_tce,4905,3.3,-0.24,3.484,0.883,293.65988,40.361942,19.065,MOD_SEC_DV
5499,5181804,K03638.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.350460215,132.27239,4.203,2.5276,5.04E+04,533.08,0.0552,1472,1107.34,247.2,1,q1_q17_dr25_tce,6585,4.208,-0.3,1.416,1.185,290.22836,40.355389,15.929,CENT_KIC_POS
5500,10491544,K03639.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,22.77194512,133.84261,1.263,10.1995,3.02E+04,251.93,0.1468,1254,584.54,208.6,1,q1_q17_dr25_tce,5073,3.02,-0.76,4.61,0.812,298.91165,47.658298,13.436,MOD_SEC_DV
5501,9101496,K01915.02,Kepler-335 c,CONFIRMED,CANDIDATE,0.808,0,0,0,0,67.844689,149.5007,0.368,11.757,2.11E+02,2.65,0.3473,592,29.08,18.9,2,q1_q17_dr25_tce,5878,4.005,0.24,1.812,1.212,296.06433,45.428619,13.996,CENT_RESOLVED_OFFSET
5502,11450414,K01992.02,Kepler-347 c,CONFIRMED,CANDIDATE,1,0,0,0,0,27.3214242,154.29833,0.983,4.836,2.80E+02,3.61,0.1777,705,58.35,14.9,2,q1_q17_dr25_tce,5592,4.115,0.16,1.451,1,289.19958,49.305721,14.513,LPP_DV
5503,4937143,K03715.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,9.84883968,135.993,1.25,5.7425,2.20E+04,63.42,0.0955,1134,390.19,236.6,2,q1_q17_dr25_tce,6938,4.281,-0.44,1.31,1.198,295.33884,40.037289,16.35,NO_COMMENT
5504,8719324,K03716.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,10.23335969,139.7882155,,7.55,,,,,,,2,q1_q17_dr25_tce,,,,,,301.11429,44.825802,11.614,MOD_SEC_DV
5505,11241814,K03717.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,227.6625222,232.241995,1.25,5.5072,1.39E+04,44.24,0.7201,319,2.46,227.5,1,q1_q17_dr25_tce,6124,4.414,-0.34,1.007,0.959,290.58289,48.960411,14.984,PLANET_IN_STAR
5506,5036537,K03718.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.06100873,132.521276,0.882,2.6715,6.37E+03,9.14,0.0193,1568,1434.99,174.9,1,q1_q17_dr25_tce,5080,4.417,0.44,0.947,0.855,297.87793,40.10471,15.564,CENT_FEW_DIFFS
5507,9837083,K03719.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,0.623393802,131.599128,1.137,1.40392,3.02E+04,28.21,0.0123,1379,849.08,867.8,1,q1_q17_dr25_tce,4330,4.628,-0.14,0.639,0.632,294.31943,46.619598,16.18,CENT_UNRESOLVED_OFFSET
5508,12557548,K03794.01,Kepler-1520 b,CONFIRMED,CANDIDATE,0.761,0,0,0,0,0.65355361,132.058957,1.226,1.63,4.60E+03,22.95,0.0129,1437,1004.07,217.4,1,q1_q17_dr25_tce,4550,4.622,-0.18,0.66,0.666,290.96622,51.504719,15.692,NO_COMMENT
5509,3657758,K02034.02,Kepler-1065 c,CONFIRMED,CANDIDATE,1,0,0,0,0,2.3702932,133.6801,0.003,1.666,2.25E+02,1.29,0.0344,1256,588.1,7,2,q1_q17_dr25_tce,5668,4.545,-0.02,0.868,0.963,294.51126,38.790501,15.54,CENT_RESOLVED_OFFSET
5510,7031726,K07806.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,1,0.566793534,131.8368,0.06,4.714,9.24E+01,122.64,0.0146,14667,10947554.55,40.4,1,q1_q17_dr25_tce,3420,0.269,-0.18,138.056,1.291,291.18686,42.591022,11.476,NO_COMMENT
5511,3338660,K03795.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.873380717,131.795634,0.27,10.1083,5.39E+05,89.79,0.0294,1669,1830.27,1513.7,1,q1_q17_dr25_tce,5992,4.283,-0.22,1.171,0.96,290.47421,38.427368,14.807,TRANS_GAPPED
5512,3338674,K03796.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,1.87337894,131.796393,0.883,9.1328,5.44E+03,51.11,0.0292,2925,17342.01,223.1,1,q1_q17_dr25_tce,4740,2.9,-0.1,5.721,0.949,290.47714,38.42691,12.708,NO_COMMENT
5513,5546277,K03797.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,7.50023955,137.38848,1.194,2.916,2.73E+02,21.06,0.0754,901,155.6,29,1,q1_q17_dr25_tce,5849,4.517,-0.02,0.919,1.014,295.36914,40.787121,13.61,MOD_NONUNIQ_ALT
5514,8258160,K03870.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,23.6270348,150.0362,1.096,11.481,8.43E+03,21.71,0.1499,560,23.17,78.4,1,q1_q17_dr25_tce,5305,4.477,-0.08,0.857,0.805,299.21881,44.181862,16.375,CENT_RESOLVED_OFFSET
5515,9752982,K03871.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,0.716709897,132.050846,1.182,0.7466,9.33E+02,66.73,0.0146,3124,22605.13,47.6,1,q1_q17_dr25_tce,5173,3.471,-0.72,2.742,0.811,282.19843,46.52029,12.224,DEEP_V_SHAPED
5516,4666008,K03872.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.248063246,132.75441,1.225,5.1297,6.32E+02,30.38,0.0353,1566,1421.38,87.9,1,q1_q17_dr25_tce,6325,4.409,-0.04,1.112,1.157,294.77063,39.751202,14.434,CENT_RESOLVED_OFFSET
5517,8430105,K03873.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,0,63.3278636,165.22656,0.003,47.0744,1.15E+04,54.17,0.3047,896,152.49,619.6,3,q1_q17_dr25_tce,4919,2.979,-0.38,5.198,0.938,291.55862,44.48819,10.42,MOD_ODDEVEN_DV
5518,9517393,K02076.02,Kepler-1085 b,CONFIRMED,CANDIDATE,1,0,0,0,0,219.3215562,320.72862,0.244,12.4124,3.63E+03,6.11,0.7391,313,2.27,93.8,1,q1_q17_dr25_tce,6063,4.476,0.07,1.012,1.117,287.47763,46.141178,15.273,MOD_SEC_DV
5519,8052474,K03640.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,245.4382021,361.302835,1.001,14.502,1.13E+04,19.17,0.731,289,1.66,844.7,1,q1_q17_dr25_tce,5637,4.383,-0.14,0.99,0.866,298.7836,43.854832,12.777,CENT_NOFITS
5520,3534118,K03641.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,178.4129899,218.225235,0.936,2.9298,3.75E+04,33.24,0.634,361,4,535.1,1,q1_q17_dr25_tce,6078,4.346,0,1.148,1.064,288.32785,38.627621,13.944,CENT_UNRESOLVED_OFFSET
5521,3534118,K03641.02,,FALSE POSITIVE,FALSE POSITIVE,0,1,1,0,0,178.44973,217.6718259,,12.86,,,,,,,2,q1_q17_dr25_tce,,,,,,288.32785,38.627621,13.944,CENT_RESOLVED_OFFSET
5522,2441161,K03642.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.192004364,132.218114,1.003,3.075,9.96E+04,37.56,0.0301,1118,369.54,298.7,1,q1_q17_dr25_tce,5306,4.642,-0.48,0.687,0.765,290.93845,37.701172,16.654,MOD_SEC_DV
5523,3231120,K03643.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,3.900109346,133.380544,0.733,3.9037,1.26E+05,40.37,0.047,1160,427.83,448,1,q1_q17_dr25_tce,5791,4.424,-0.18,0.969,0.91,290.34445,38.377071,16.597,CENT_RESOLVED_OFFSET
5524,12216706,K03644.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.471060209,132.27522,0.895,4.3708,1.48E+05,165.15,0.0318,3693,43941.18,563,1,q1_q17_dr25_tce,8749,3.806,-0.28,2.911,1.979,295.74377,50.830921,15.009,LPP_DV
5525,12216706,K03644.02,,FALSE POSITIVE,FALSE POSITIVE,,1,1,0,0,0.73553763,131.5246162,,2,,,,,,,,,,,,,,295.74377,50.830921,15.009,NO_COMMENT
5526,10735331,K03720.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,213.3990406,274.209685,0.981,6.5043,1.39E+04,35.2,0.7882,468,11.32,370.9,1,q1_q17_dr25_tce,6960,4.069,-0.16,1.83,1.435,293.49066,48.095371,13.381,LPP_DV
5527,7763269,K03721.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,6.40802979,134.0732,1.287,2.9288,7.78E+03,51.44,0.068,1157,424.01,108.2,1,q1_q17_dr25_tce,6261,4.293,-0.26,1.194,1.017,295.15491,43.444321,14.078,MOD_SEC_DV
5528,8365739,K03722.01,,CANDIDATE,CANDIDATE,0.207,0,0,0,0,2.38920105,132.05991,,3.15,,,,,752.42,,1,q1_q17_dr25_tce,,,,,,291.88754,44.345619,15.366,NO_COMMENT
5529,5471606,K03723.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,0,1,0.962835804,132.198475,0.836,4.9844,1.43E+04,458.02,0.0197,7100,602806.92,209.2,1,q1_q17_dr25_tce,3982,1.464,0.07,32.244,1.104,297.69974,40.641468,10.82,MOD_SEC_DV
5530,11200405,K03724.01,,FALSE POSITIVE,FALSE POSITIVE,0.022,0,1,0,0,4.639602084,135.09909,0.634,3.4636,2.51E+04,19.96,0.052,1285,643.95,131,1,q1_q17_dr25_tce,6078,4.223,-0.56,1.194,0.868,296.35413,48.863621,16.803,NO_COMMENT
5531,5475736,K03798.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.991885335,134.17581,0.95,7.4319,1.36E+03,3.94,0.0369,1209,505.77,160.2,1,q1_q17_dr25_tce,5750,4.464,-0.68,0.839,0.747,298.57819,40.67548,14.011,NO_COMMENT
5532,9049673,K03799.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.327471395,131.583734,0.897,5.2334,5.67E+03,7.08,0.0213,1395,892.4,218.7,1,q1_q17_dr25_tce,5232,4.519,-0.32,0.777,0.727,299.81671,45.332821,15.818,NO_COMMENT
5533,7031898,K07807.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,1,0.566792595,131.817,0.068,2.637,1.99E+01,0.5,0.0132,2548,10020.28,9.4,1,q1_q17_dr25_tce,6277,4.322,-0.44,1.121,0.961,291.24664,42.562382,12.982,LPP_DV
5534,9593759,K03800.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.247156944,132.36584,25.224,2.6779,1.35E+05,26042.9,0.0252,4120,68223.38,92.4,1,q1_q17_dr25_tce,4770,2.605,-0.24,9.67,1.373,294.10733,46.209469,17.474,MOD_SEC_DV
5535,8827930,K03801.01,,CANDIDATE,CANDIDATE,0.99,0,0,0,0,288.3128666,374.79958,0.525,5.419,1.12E+04,13.21,0.846,300,1.93,96.8,1,q1_q17_dr25_tce,5672,4.252,0.1,1.22,0.969,295.20694,45.09819,15.999,CENT_SATURATED
5536,5020044,K03802.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,2.119100054,132.59118,1.247,8.2163,1.65E+03,34.34,0.0337,1571,1435.29,195.7,1,q1_q17_dr25_tce,6292,4.426,-0.08,1.078,1.129,294.30585,40.193779,13.835,CENT_RESOLVED_OFFSET
5537,11560037,K03874.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.466535757,131.992658,0.824,0.8222,1.35E+03,4.28,0.0246,1671,1849.31,86.1,1,q1_q17_dr25_tce,5888,4.387,-0.22,1.02,0.924,292.35748,49.514511,15.446,CENT_RESOLVED_OFFSET
5538,11911561,K03875.01,,FALSE POSITIVE,FALSE POSITIVE,1,0,1,0,0,8.870415578,137.481093,1.206,1.2864,8.73E+02,39.46,0.0807,1151,414.26,43.8,1,q1_q17_dr25_tce,6022,4.027,-0.62,1.514,0.888,290.14914,50.239178,13.579,MOD_SEC_DV
5539,6547322,K07786.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,1.49131759,132.1676,0.467,4.721,2.58E+01,1.26,0.0279,2475,8873.77,10.3,1,q1_q17_dr25_tce,6014,3.782,-0.12,2.429,1.303,298.30786,41.965389,13.953,CENT_KIC_POS
5540,3440118,K03876.01,Kepler-1928 b,CONFIRMED,CANDIDATE,1,0,0,0,0,19.57783279,131.71421,0.694,1.9857,4.33E+02,1.96,0.1409,621,35.14,37.2,1,q1_q17_dr25_tce,5620,4.533,0.06,0.884,0.971,290.44067,38.52356,12.624,CENT_KIC_POS
5541,9159265,K03877.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,3.04476607,132.43708,1.159,9.568,2.73E+02,15.7,0.0398,1126,379.01,67,1,q1_q17_dr25_tce,5627,4.568,-0.18,0.818,0.91,293.68225,45.511398,14.506,CENT_KIC_POS
5542,4472818,K03878.01,Kepler-1524 b,CONFIRMED,CANDIDATE,0.982,0,0,0,0,70.9672087,182.66991,0.545,6.9623,7.85E+02,2.84,0.3392,438,8.66,69.3,1,q1_q17_dr25_tce,5818,4.464,0.1,0.986,1.032,293.88541,39.51981,12.72,CENT_RESOLVED_OFFSET
5543,5816806,K03645.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.45543346,134.453921,0.469,5.116,2.46E+05,51.69,0.0531,1106,354.27,508.6,1,q1_q17_dr25_tce,5780,4.438,0,1,1,298.33798,41.075291,17.046,CENT_RESOLVED_OFFSET
5544,6531496,K03646.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,14.32388995,135.225964,1.073,4.83729,6.91E+04,45.93,0.115,720,63.62,834.3,1,q1_q17_dr25_tce,5853,4.529,-0.1,0.895,0.99,294.59052,41.94651,16.095,CENT_RESOLVED_OFFSET
5545,9661869,K03647.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,20.42723232,135.862807,5.499,3.46429,1.22E+05,601.32,0.148,749,74.27,526.6,1,q1_q17_dr25_tce,6167,4.354,-0.12,1.121,1.032,296.65707,46.38052,16.677,CENT_RESOLVED_OFFSET
5546,6790592,K07791.01,,CANDIDATE,CANDIDATE,0.805,0,0,0,0,106.18732,180.796,0.027,10.29,2.66E+02,231.85,0.4546,2660,11829.18,8.6,1,q1_q17_dr25_tce,3287,0.114,-0.1,152.969,1.11,295.43973,42.209061,10.028,CENT_UNRESOLVED_OFFSET
5547,9411166,K01922.03,Kepler-1016 c,CONFIRMED,CANDIDATE,1,0,0,0,0,105.6552651,230.09865,0.371,9.39,1.37E+03,4.22,0.4389,407,6.51,42.3,2,q1_q17_dr25_tce,5741,4.331,0.16,1.136,1.01,294.61365,45.984619,15.356,MOD_SEC_DV
5548,3097352,K03648.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,4.029803201,134.422433,0.17,4.4301,1.91E+05,47.58,0.0501,1233,545.64,352.3,1,q1_q17_dr25_tce,6024,4.385,-0.06,1.078,1.028,285.68704,38.26115,16.936,NO_COMMENT
5549,6066379,K03649.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,0,1.303858554,131.606872,0.928,4.36797,1.27E+05,73.29,0.0238,2080,4438.11,904,1,q1_q17_dr25_tce,6282,4.207,-0.24,1.343,1.057,298.13248,41.33427,15.475,MOD_SEC_ALT
5550,6508221,K00416.03,,CANDIDATE,CANDIDATE,0.981,0,0,0,0,9.74765878,139.16424,0.658,2.62,1.02E+02,0.78,0.0834,679,50.3,11.6,3,q1_q17_dr25_tce,5176,4.612,-0.18,0.738,0.826,286.86548,41.989079,14.29,MOD_ODDEVEN_DV
5551,12154526,K02004.02,Kepler-1047 c,CONFIRMED,CANDIDATE,1,0,0,0,0,3.18899015,133.52624,0.526,2.722,6.62E+01,0.98,0.0434,1309,693.65,18.4,2,q1_q17_dr25_tce,5700,4.327,0.34,1.176,1.071,288.64627,50.788979,13.351,LPP_DV
5552,6952971,K07798.01,,CANDIDATE,CANDIDATE,0.475,0,0,0,0,309.89103,259.0588,0.569,16.4,3.21E+02,2.15,0.9485,314,2.3,10.7,1,q1_q17_dr25_tce,6450,4.386,-0.08,1.155,1.183,293.17212,42.483238,14.706,MOD_SEC_DV
5553,3459199,K03725.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.570518376,132.340523,1.295,3.2035,2.21E+03,450.76,0.0385,4106,67267.85,76.7,1,q1_q17_dr25_tce,5314,2.782,0.07,11.82,3.083,295.20288,38.51955,10.055,CENT_KIC_POS
5554,6973796,K03726.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,115.9943364,139.57168,0.028,2.4136,3.76E+04,13.66,0.4185,265,1.16,102.4,1,q1_q17_dr25_tce,4530,4.566,0.22,0.735,0.725,298.12396,42.403172,15.852,DEEP_V_SHAPED
5555,12023089,K03727.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.623441636,131.6792187,1.2127,1.46001,1.93E+04,29.19,0.0123,1711,2025.22,164.7,1,q1_q17_dr24_tce,5319,4.612,-0.96,0.654,0.638,296.59149,50.490028,15.626,NO_COMMENT
5556,6286155,K03803.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,1,1,14.5417471,137.58734,1.214,5.6067,1.09E+03,163.25,0.1308,1494,1176.23,71.2,1,q1_q17_dr25_tce,5032,3.042,-0.34,5.922,1.41,292.16907,41.619759,13.763,CENT_UNRESOLVED_OFFSET
5557,7831363,K03804.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.81753381,132.8937,1.373,2.1551,3.84E+03,52.91,0.0381,1494,1180.61,39.3,1,q1_q17_dr25_tce,6313,4.325,-0.58,1.098,0.929,294.77493,43.592918,14.248,MOD_SEC_DV
5558,8804845,K02039.02,Kepler-1067 b,CONFIRMED,CANDIDATE,0.994,0,0,0,0,0.762132307,131.61542,0.399,1.22,6.37E+01,0.75,0.0162,1872,2913.14,11.5,2,q1_q17_dr25_tce,5594,4.489,0.16,0.934,0.981,285.38742,45.049049,14.305,MOD_SEC_DV
5559,4663185,K03805.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,0,1,0,56.6993107,146.1473,1.264,7.0706,5.82E+03,539.16,0.3702,1261,598.36,76.3,1,q1_q17_dr25_tce,4727,2.497,0.02,13.547,2.1,294.07938,39.729641,11.356,MOD_SEC_DV
5560,5305471,K03806.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,161.252247,189.10948,0.892,23.467,2.19E+03,4.49,0.5299,303,2,84.1,1,q1_q17_dr25_tce,5555,4.502,-0.46,0.811,0.762,298.94366,40.40519,14.178,NO_COMMENT
5561,5560830,K03879.01,,FALSE POSITIVE,FALSE POSITIVE,0,1,0,1,1,0.867719291,132.165597,1.27,6.323,2.65E+03,37.79,0.0179,2106,4662.2,157.1,1,q1_q17_dr25_tce,6220,4.398,-0.22,1.056,1.013,298.49451,40.733608,14.445,LPP_DV
5562,4147444,K03880.01,,CANDIDATE,CANDIDATE,0,0,0,0,0,1.803697292,131.51365,0.405,1.5922,6.97E+01,1,0.0296,1783,2385.75,25.8,1,q1_q17_dr25_tce,6438,4.33,-0.26,1.166,1.054,288.86737,39.264961,10.762,CENT_RESOLVED_OFFSET
5563,8211824,K03881.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.84112187,132.164939,1.0871,2.0431,7.51E+04,39.34,0.0153,1514,1240.91,89.7,,,5048,4.571,-0.42,0.707,0.679,281.7446,44.16964,16.055,CENT_UNRESOLVED_OFFSET
5564,5980800,K03882.01,,FALSE POSITIVE,FALSE POSITIVE,,0,1,0,0,0.828326025,132.175806,1.3292,1.42721,1.07E+04,49.67,0.0163,1845,2739.59,164.5,,,5400,4.382,0.02,0.978,0.842,297.20352,41.228909,15.044,CENT_RESOLVED_OFFSET
5565,9592850,K03883.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,1.219324537,131.94673,0.489,4.7501,3.79E+05,60.62,0.0211,1569,1432.21,241,1,q1_q17_dr25_tce,5455,4.458,-0.08,0.897,0.844,293.76782,46.237591,16.4,CENT_RESOLVED_OFFSET
5566,6227560,K03650.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,2.401751509,133.711919,5.25,2.0835,2.50E+04,268.75,0.0288,888,146.91,83.1,1,q1_q17_dr25_tce,4577,4.688,-0.9,0.557,0.552,297.75845,41.513641,15.927,LPP_DV
5567,5866104,K03651.01,,FALSE POSITIVE,FALSE POSITIVE,0,0,1,0,0,36.97709537,133.6264,0.75,5.2063,2.17E+05,59.66,0.2177,546,21.08,204.9,1,q1_q17_dr25_tce,5780,4.438,0,1,1,288.44485,41.172604,17.066,NO_COMMENT
